ORDER_ID,CUSTOMER_ID,ORDER_DATE,SHIP_DATE,FREIGHT
11320,2967300,31-Mar-06,3-Apr-06,210.19
11321,2849700,31-Mar-06,8-Apr-06,16.96
10492,3301200,1-Apr-06,11-Apr-06,62.89
11752,1125,1-Apr-06,11-Apr-06,62.89
11322,3418800,1-Apr-06,11-Apr-06,62.89
10493,3202500,2-Apr-06,10-Apr-06,10.64
10494,2801400,2-Apr-06,9-Apr-06,65.99
11754,1230000,2-Apr-06,9-Apr-06,65.99
11323,1580000,2-Apr-06,10-Apr-06,10.64
11324,1015,2-Apr-06,9-Apr-06,65.99
10495,3532200,3-Apr-06,11-Apr-06,4.65
11325,2971500,3-Apr-06,11-Apr-06,4.65
10496,1093,4-Apr-06,7-Apr-06,46.77
10497,2933700,4-Apr-06,7-Apr-06,36.21
11326,500000,4-Apr-06,7-Apr-06,46.77
11327,1180000,4-Apr-06,7-Apr-06,36.21
10498,790000,7-Apr-06,11-Apr-06,29.75
11328,2734200,7-Apr-06,11-Apr-06,29.75
10499,2740500,8-Apr-06,16-Apr-06,102.02
11329,2814000,8-Apr-06,16-Apr-06,102.02
10500,3208800,9-Apr-06,17-Apr-06,42.68
10501,1200000,9-Apr-06,16-Apr-06,8.85
11761,1115,9-Apr-06,16-Apr-06,8.85
11330,3021900,9-Apr-06,17-Apr-06,42.68
11331,3595200,9-Apr-06,16-Apr-06,8.85
10502,3009300,10-Apr-06,29-Apr-06,69.32
11332,3622500,10-Apr-06,29-Apr-06,69.32
10503,3168900,11-Apr-06,16-Apr-06,16.74
10504,660000,11-Apr-06,18-Apr-06,59.13
11333,3607800,11-Apr-06,16-Apr-06,16.74
11334,3242400,11-Apr-06,18-Apr-06,59.13
10505,1032,14-Apr-06,21-Apr-06,7.13
11335,3280200,14-Apr-06,21-Apr-06,7.13
10506,2704800,15-Apr-06,2-May-06,21.19
10507,910000,15-Apr-06,22-Apr-06,47.45
11767,3229800,15-Apr-06,22-Apr-06,47.45
11336,510000,15-Apr-06,2-May-06,21.19
11337,3049200,15-Apr-06,22-Apr-06,47.45
10508,2673300,16-Apr-06,13-May-06,4.99
11338,400000,16-Apr-06,13-May-06,4.99
10509,1192380,17-Apr-06,29-Apr-06,0.15
11769,3242400,17-Apr-06,29-Apr-06,0.15
11339,2650200,17-Apr-06,29-Apr-06,0.15
10510,2853900,18-Apr-06,28-Apr-06,367.63
10511,2683800,18-Apr-06,21-Apr-06,350.64
11771,1540000,18-Apr-06,21-Apr-06,350.64
11340,830000,18-Apr-06,28-Apr-06,367.63
11341,3612000,18-Apr-06,21-Apr-06,350.64
10512,3227700,21-Apr-06,24-Apr-06,3.53
11342,3582600,21-Apr-06,24-Apr-06,3.53
10513,3019800,22-Apr-06,28-Apr-06,105.65
10514,1037,22-Apr-06,16-May-06,789.95
11343,3658200,22-Apr-06,28-Apr-06,105.65
11344,1005,22-Apr-06,16-May-06,789.95
10515,780000,23-Apr-06,23-May-06,204.47
11345,2646000,23-Apr-06,23-May-06,204.47
10516,720000,24-Apr-06,1-May-06,62.78
10517,3481800,24-Apr-06,29-Apr-06,32.07
11346,880000,24-Apr-06,1-May-06,62.78
11347,1180000,24-Apr-06,29-Apr-06,32.07
10518,2877000,25-Apr-06,5-May-06,218.15
11348,3391500,25-Apr-06,5-May-06,218.15
10519,1240000,28-Apr-06,1-May-06,91.76
11779,3469200,28-Apr-06,1-May-06,91.76
11349,2685900,28-Apr-06,1-May-06,91.76
10520,2568300,29-Apr-06,1-May-06,13.37
10521,570000,29-Apr-06,2-May-06,17.22
11781,1530000,29-Apr-06,2-May-06,17.22
11350,2732100,29-Apr-06,1-May-06,13.37
11351,510000,29-Apr-06,2-May-06,17.22
10522,2891700,30-Apr-06,6-May-06,45.33
11352,5470,30-Apr-06,6-May-06,45.33
10523,2694300,1-May-06,30-May-06,77.63
10524,2761500,1-May-06,7-May-06,244.79
11784,3097500,1-May-06,7-May-06,244.79
11353,1450000,1-May-06,30-May-06,77.63
11354,1003,1-May-06,7-May-06,244.79
10525,340000,2-May-06,23-May-06,11.06
11785,640000,2-May-06,23-May-06,11.06
11355,1105,2-May-06,23-May-06,11.06
10526,1087,5-May-06,15-May-06,58.59
10527,3322200,5-May-06,7-May-06,41.9
11356,3538500,5-May-06,15-May-06,58.59
11357,2961000,5-May-06,7-May-06,41.9
10528,70000,6-May-06,9-May-06,3.35
11358,2908500,6-May-06,9-May-06,3.35
10529,680000,7-May-06,9-May-06,66.69
11359,9893100,7-May-06,9-May-06,66.69
10530,1230000,8-May-06,12-May-06,339.22
10531,3097500,8-May-06,19-May-06,8.12
11360,1050,8-May-06,12-May-06,339.22
11361,3036600,8-May-06,19-May-06,8.12
10532,2713200,9-May-06,12-May-06,74.46
11362,3210900,9-May-06,12-May-06,74.46
10533,600000,12-May-06,22-May-06,188.04
10534,6999300,12-May-06,14-May-06,27.94
11363,1390000,12-May-06,22-May-06,188.04
11364,90000,12-May-06,14-May-06,27.94
10535,1075,13-May-06,21-May-06,15.64
11795,3215100,13-May-06,21-May-06,15.64
11365,2763600,13-May-06,21-May-06,15.64
10536,0,14-May-06,6-Jun-06,58.88
10537,2885400,14-May-06,19-May-06,78.85
11366,1100000,14-May-06,6-Jun-06,58.88
11367,3234000,14-May-06,19-May-06,78.85
10538,3156300,15-May-06,16-May-06,4.87
11798,2660700,15-May-06,16-May-06,4.87
11368,40000,15-May-06,16-May-06,4.87
10539,3244500,16-May-06,23-May-06,12.36
11799,1088,16-May-06,23-May-06,12.36
11369,1260000,16-May-06,23-May-06,12.36
10541,2814000,19-May-06,29-May-06,68.65
11371,1091,19-May-06,29-May-06,68.65
10542,1020,20-May-06,26-May-06,10.95
11372,1020000,20-May-06,26-May-06,10.95
10543,3160500,21-May-06,23-May-06,48.17
10544,990000,21-May-06,30-May-06,24.91
11374,1110,21-May-06,30-May-06,24.91
11375,3477600,22-May-06,26-Jun-06,11.92
10546,680000,23-May-06,27-May-06,194.72
10547,3208800,23-May-06,2-Jun-06,178.43
11376,9286200,23-May-06,27-May-06,194.72
11377,1170000,23-May-06,2-Jun-06,178.43
10548,2820300,26-May-06,2-Jun-06,1.43
11378,3246600,26-May-06,2-Jun-06,1.43
10549,3366300,27-May-06,30-May-06,171.24
11379,1037,27-May-06,30-May-06,171.24
10550,3458700,28-May-06,6-Jun-06,4.32
10551,3076500,28-May-06,6-Jun-06,72.95
11380,1180000,28-May-06,6-Jun-06,4.32
11381,2677500,28-May-06,6-Jun-06,72.95
10552,3454500,29-May-06,5-Jun-06,83.22
11382,1602300,29-May-06,5-Jun-06,83.22
10553,1350000,30-May-06,3-Jun-06,149.49
10554,2822400,30-May-06,5-Jun-06,120.97
11383,3221400,30-May-06,3-Jun-06,149.49
11384,2849700,30-May-06,5-Jun-06,120.97
10555,3534300,2-Jun-06,4-Jun-06,252.49
11385,2772000,2-Jun-06,4-Jun-06,252.49
10556,2914800,3-Jun-06,13-Jun-06,9.8
10557,1129,3-Jun-06,6-Jun-06,96.72
11386,1037,3-Jun-06,13-Jun-06,9.8
11387,3221400,3-Jun-06,6-Jun-06,96.72
10558,1007,4-Jun-06,10-Jun-06,72.97
11818,1260000,4-Jun-06,10-Jun-06,72.97
11388,3635100,4-Jun-06,10-Jun-06,72.97
10559,3408300,5-Jun-06,13-Jun-06,8.05
11819,450000,5-Jun-06,13-Jun-06,8.05
11389,1048,5-Jun-06,13-Jun-06,8.05
10560,3210900,6-Jun-06,9-Jun-06,36.65
10561,1150000,6-Jun-06,9-Jun-06,242.21
11390,1088,6-Jun-06,9-Jun-06,36.65
11391,3561600,6-Jun-06,9-Jun-06,242.21
10562,3225600,9-Jun-06,12-Jun-06,22.95
11392,640000,9-Jun-06,12-Jun-06,22.95
10563,1080,10-Jun-06,24-Jun-06,60.43
10564,1108,10-Jun-06,16-Jun-06,13.75
11393,510000,10-Jun-06,24-Jun-06,60.43
11394,3435600,10-Jun-06,16-Jun-06,13.75
10565,60000,11-Jun-06,18-Jun-06,7.15
11395,2860200,11-Jun-06,18-Jun-06,7.15
10566,2711100,12-Jun-06,18-Jun-06,88.4
10567,3439800,12-Jun-06,17-Jun-06,33.97
11826,2763600,12-Jun-06,18-Jun-06,88.4
11396,3063900,12-Jun-06,18-Jun-06,88.4
11397,1091,12-Jun-06,17-Jun-06,33.97
10568,280000,13-Jun-06,9-Jul-06,6.54
11398,2868600,13-Jun-06,9-Jul-06,6.54
10569,3351600,16-Jun-06,11-Jul-06,58.98
11399,3662400,16-Jun-06,11-Jul-06,58.98
10570,2908500,17-Jun-06,19-Jun-06,188.99
10571,3118500,17-Jun-06,4-Jul-06,26.06
11400,3576300,17-Jun-06,19-Jun-06,188.99
11401,800000,17-Jun-06,4-Jul-06,26.06
10572,1034,18-Jun-06,25-Jun-06,116.43
11832,2698500,18-Jun-06,25-Jun-06,116.43
11402,2944200,18-Jun-06,25-Jun-06,116.43
10573,2654400,19-Jun-06,20-Jun-06,84.84
10574,3250800,19-Jun-06,30-Jun-06,37.6
11833,270000,19-Jun-06,20-Jun-06,84.84
11403,1360000,19-Jun-06,20-Jun-06,84.84
11404,390000,19-Jun-06,30-Jun-06,37.6
10575,3391500,20-Jun-06,30-Jun-06,127.34
11405,1101,20-Jun-06,30-Jun-06,127.34
10576,190000,23-Jun-06,30-Jun-06,18.56
10577,850000,23-Jun-06,30-Jun-06,25.41
11406,3271800,23-Jun-06,30-Jun-06,18.56
11407,2652300,23-Jun-06,30-Jun-06,25.41
10578,730000,24-Jun-06,25-Jul-06,29.6
11408,3492300,24-Jun-06,25-Jul-06,29.6
11838,7043400,24-Jun-06,25-Jul-06,29.6
10579,2746800,25-Jun-06,4-Jul-06,13.73
11409,3225600,25-Jun-06,4-Jul-06,13.73
10580,3559500,26-Jun-06,1-Jul-06,75.89
10581,3320100,26-Jun-06,2-Jul-06,3.01
11410,3063900,26-Jun-06,1-Jul-06,75.89
11411,3252900,26-Jun-06,2-Jul-06,3.01
10582,500000,27-Jun-06,14-Jul-06,27.71
11412,1083,27-Jun-06,14-Jul-06,27.71
11842,3633000,27-Jun-06,14-Jul-06,27.71
10583,6058500,30-Jun-06,4-Jul-06,7.28
10584,3030300,30-Jun-06,4-Jul-06,59.14
11413,3523800,30-Jun-06,4-Jul-06,7.28
11414,1017,30-Jun-06,4-Jul-06,59.14
11844,3213000,30-Jun-06,4-Jul-06,59.14
10585,1081,1-Jul-06,10-Jul-06,13.41
11415,3322200,1-Jul-06,10-Jul-06,13.41
10586,3038700,2-Jul-06,9-Jul-06,0.48
10587,1106,2-Jul-06,9-Jul-06,62.52
11416,1602300,2-Jul-06,9-Jul-06,0.48
11417,9545550,2-Jul-06,9-Jul-06,62.52
10588,3305400,3-Jul-06,10-Jul-06,194.67
11418,2921100,3-Jul-06,10-Jul-06,194.67
10589,1410000,4-Jul-06,14-Jul-06,4.42
11419,2709000,4-Jul-06,14-Jul-06,4.42
10590,3231900,7-Jul-06,14-Jul-06,44.77
10591,2908500,7-Jul-06,16-Jul-06,55.92
11420,1045,7-Jul-06,14-Jul-06,44.77
11421,1099,7-Jul-06,16-Jul-06,55.92
10592,3198300,8-Jul-06,16-Jul-06,32.1
11422,1096,8-Jul-06,16-Jul-06,32.1
10593,1370000,9-Jul-06,13-Aug-06,174.2
10594,2736300,9-Jul-06,16-Jul-06,5.24
11423,1021,9-Jul-06,13-Aug-06,174.2
11424,1120,9-Jul-06,16-Jul-06,5.24
10595,1054,10-Jul-06,14-Jul-06,96.78
11425,1016,10-Jul-06,14-Jul-06,96.78
10596,3194100,11-Jul-06,12-Aug-06,16.34
10597,3616200,11-Jul-06,18-Jul-06,35.12
11426,70000,11-Jul-06,12-Aug-06,16.34
11427,820000,11-Jul-06,18-Jul-06,35.12
10598,2658600,14-Jul-06,18-Jul-06,44.42
11428,2929500,14-Jul-06,18-Jul-06,44.42
10599,3357900,15-Jul-06,21-Jul-06,29.98
11429,3336900,15-Jul-06,21-Jul-06,29.98
11859,1090950,15-Jul-06,21-Jul-06,29.98
10600,3450300,16-Jul-06,21-Jul-06,45.13
10601,2717400,16-Jul-06,22-Jul-06,58.3
11430,1240000,16-Jul-06,21-Jul-06,45.13
11431,2916900,16-Jul-06,22-Jul-06,58.3
10602,3280200,17-Jul-06,22-Jul-06,2.92
11432,3265500,17-Jul-06,22-Jul-06,2.92
10603,3366300,18-Jul-06,8-Aug-06,48.77
10604,160000,18-Jul-06,29-Jul-06,7.46
11433,3229800,18-Jul-06,8-Aug-06,48.77
11434,1280000,18-Jul-06,29-Jul-06,7.46
10605,3557400,21-Jul-06,29-Jul-06,379.13
11435,1033,21-Jul-06,29-Jul-06,379.13
10606,1102,22-Jul-06,31-Jul-06,79.4
10607,2816100,22-Jul-06,25-Jul-06,200.24
11436,1380000,22-Jul-06,31-Jul-06,79.4
11437,3601500,22-Jul-06,25-Jul-06,200.24
10608,340000,23-Jul-06,1-Aug-06,27.79
11438,3370500,23-Jul-06,1-Aug-06,27.79
10609,3122700,24-Jul-06,30-Jul-06,1.85
11439,3530100,24-Jul-06,30-Jul-06,1.85
10610,1022,25-Jul-06,6-Aug-06,26.78
10611,2778300,25-Jul-06,1-Aug-06,80.65
11440,3578400,25-Jul-06,6-Aug-06,26.78
11441,3362100,25-Jul-06,1-Aug-06,80.65
10612,3070200,28-Jul-06,1-Aug-06,544.08
11442,3624600,28-Jul-06,1-Aug-06,544.08
10613,730000,29-Jul-06,1-Aug-06,8.11
10614,3028200,29-Jul-06,1-Aug-06,1.93
11443,2675400,29-Jul-06,1-Aug-06,8.11
11444,3536400,29-Jul-06,1-Aug-06,1.93
11874,3015600,29-Jul-06,1-Aug-06,1.93
10615,3273900,30-Jul-06,6-Aug-06,0.75
11445,3066000,30-Jul-06,6-Aug-06,0.75
10616,3679200,31-Jul-06,5-Aug-06,116.53
10617,2845500,31-Jul-06,4-Aug-06,18.53
11446,2906400,31-Jul-06,5-Aug-06,116.53
11447,3038700,31-Jul-06,4-Aug-06,18.53
10618,2933700,1-Aug-06,8-Aug-06,154.68
11448,2667000,1-Aug-06,8-Aug-06,154.68
10619,3557400,4-Aug-06,7-Aug-06,91.05
11449,2809800,4-Aug-06,7-Aug-06,91.05
10620,1084,5-Aug-06,14-Aug-06,0.94
10621,940000,5-Aug-06,11-Aug-06,23.73
11450,3284400,5-Aug-06,14-Aug-06,0.94
11451,3105900,5-Aug-06,11-Aug-06,23.73
10622,1123,6-Aug-06,11-Aug-06,50.97
11452,510000,6-Aug-06,11-Aug-06,50.97
10623,960000,7-Aug-06,12-Aug-06,97.18
10624,2646000,7-Aug-06,19-Aug-06,94.8
11453,2830800,7-Aug-06,12-Aug-06,97.18
11454,3481800,7-Aug-06,19-Aug-06,94.8
10625,2654400,8-Aug-06,14-Aug-06,43.9
11455,3603600,8-Aug-06,14-Aug-06,43.9
11885,3572100,8-Aug-06,14-Aug-06,43.9
10626,3580500,11-Aug-06,20-Aug-06,138.69
10627,3154200,11-Aug-06,21-Aug-06,107.46
11456,2765700,11-Aug-06,20-Aug-06,138.69
11457,830000,11-Aug-06,21-Aug-06,107.46
11886,3557400,11-Aug-06,20-Aug-06,138.69
10628,1038,12-Aug-06,20-Aug-06,30.36
10629,1048,12-Aug-06,20-Aug-06,85.46
11458,3292800,12-Aug-06,20-Aug-06,30.36
11459,3028200,12-Aug-06,20-Aug-06,85.46
11888,3376800,12-Aug-06,20-Aug-06,30.36
10630,3654000,13-Aug-06,19-Aug-06,32.35
11460,2772000,13-Aug-06,19-Aug-06,32.35
10631,910000,14-Aug-06,15-Aug-06,0.87
10632,1350000,14-Aug-06,19-Aug-06,41.38
11461,2895900,14-Aug-06,15-Aug-06,0.87
11462,2730000,14-Aug-06,19-Aug-06,41.38
10633,2774100,15-Aug-06,18-Aug-06,477.9
10634,40000,15-Aug-06,21-Aug-06,487.38
11463,3156300,15-Aug-06,18-Aug-06,477.9
11464,1055,15-Aug-06,21-Aug-06,487.38
10635,1164324,18-Aug-06,21-Aug-06,47.46
11465,2984100,18-Aug-06,21-Aug-06,47.46
10636,3097500,19-Aug-06,26-Aug-06,1.15
10637,3105900,19-Aug-06,26-Aug-06,201.29
11466,1095,19-Aug-06,26-Aug-06,1.15
11467,3255000,19-Aug-06,26-Aug-06,201.29
10638,1000000,20-Aug-06,1-Sep-06,158.44
10639,3309600,20-Aug-06,27-Aug-06,38.64
11469,2727900,20-Aug-06,27-Aug-06,38.64
10640,2858100,21-Aug-06,28-Aug-06,23.55
11470,3120600,21-Aug-06,28-Aug-06,23.55
10641,1073,22-Aug-06,26-Aug-06,179.61
10642,3267600,22-Aug-06,5-Sep-06,41.89
11471,2950500,22-Aug-06,26-Aug-06,179.61
11472,2790900,22-Aug-06,5-Sep-06,41.89
10643,920000,25-Aug-06,2-Sep-06,29.46
10644,1240000,25-Aug-06,1-Sep-06,0.14
11473,3137400,25-Aug-06,2-Sep-06,29.46
11474,240000,25-Aug-06,1-Sep-06,0.14
11903,3017700,25-Aug-06,2-Sep-06,29.46
10645,2984100,26-Aug-06,2-Sep-06,12.41
11475,1041,26-Aug-06,2-Sep-06,12.41
10646,3374700,27-Aug-06,3-Sep-06,142.33
10647,3158400,27-Aug-06,3-Sep-06,45.54
11476,3231900,27-Aug-06,3-Sep-06,142.33
11477,3488100,27-Aug-06,3-Sep-06,45.54
10648,3269700,28-Aug-06,9-Sep-06,14.25
10649,3240300,28-Aug-06,29-Aug-06,6.2
11478,720000,28-Aug-06,9-Sep-06,14.25
11479,2952600,28-Aug-06,29-Aug-06,6.2
10650,1120000,29-Aug-06,3-Sep-06,176.81
11480,3675000,29-Aug-06,3-Sep-06,176.81
10651,920000,1-Sep-06,11-Sep-06,20.6
10652,3177300,1-Sep-06,8-Sep-06,7.14
11481,2713200,1-Sep-06,11-Sep-06,20.6
11482,2553600,1-Sep-06,8-Sep-06,7.14
10653,90000,2-Sep-06,19-Sep-06,93.25
10654,2799300,2-Sep-06,11-Sep-06,55.26
11483,2982000,2-Sep-06,19-Sep-06,93.25
11484,5025,2-Sep-06,11-Sep-06,55.26
11914,3664500,2-Sep-06,11-Sep-06,55.26
10655,2904300,3-Sep-06,11-Sep-06,4.41
11485,1048,3-Sep-06,11-Sep-06,4.41
10656,3112200,4-Sep-06,10-Sep-06,57.15
10657,2778300,4-Sep-06,15-Sep-06,352.69
11486,960000,4-Sep-06,10-Sep-06,57.15
11487,1032,4-Sep-06,15-Sep-06,352.69
10658,3488100,5-Sep-06,8-Sep-06,364.15
10659,3326400,5-Sep-06,10-Sep-06,105.81
11488,1037,5-Sep-06,8-Sep-06,364.15
11489,3347400,5-Sep-06,10-Sep-06,105.81
10660,1042,8-Sep-06,15-Oct-06,111.29
11490,2725800,8-Sep-06,15-Oct-06,111.29
10661,3072300,9-Sep-06,15-Sep-06,17.55
10662,2931600,9-Sep-06,18-Sep-06,1.28
11491,1132,9-Sep-06,15-Sep-06,17.55
11492,2979900,9-Sep-06,18-Sep-06,1.28
10663,1520000,10-Sep-06,3-Oct-06,113.15
10664,1500000,10-Sep-06,19-Sep-06,1.27
11493,990000,10-Sep-06,3-Oct-06,113.15
11494,2975700,10-Sep-06,19-Sep-06,1.27
11923,3410400,10-Sep-06,3-Oct-06,113.15
10665,29400,11-Sep-06,17-Sep-06,26.31
11495,3087000,11-Sep-06,17-Sep-06,26.31
10666,3005100,12-Sep-06,22-Sep-06,232.42
10667,1110000,12-Sep-06,19-Sep-06,78.09
11496,3433500,12-Sep-06,22-Sep-06,232.42
11497,1270000,12-Sep-06,19-Sep-06,78.09
10668,1099,15-Sep-06,23-Sep-06,47.22
10669,2709000,15-Sep-06,22-Sep-06,24.39
11498,1076,15-Sep-06,23-Sep-06,47.22
11499,2988300,15-Sep-06,22-Sep-06,24.39
11500,5615,16-Sep-06,18-Sep-06,203.48
10670,3357900,16-Sep-06,18-Sep-06,203.48
10671,710000,17-Sep-06,24-Sep-06,30.34
10672,3641400,17-Sep-06,26-Sep-06,95.75
11501,1090950,17-Sep-06,24-Sep-06,30.34
11502,930000,17-Sep-06,26-Sep-06,95.75
11932,3150000,17-Sep-06,26-Sep-06,95.75
10673,2790900,18-Sep-06,19-Sep-06,22.76
10674,3108000,18-Sep-06,30-Sep-06,0.9
11503,3055500,18-Sep-06,19-Sep-06,22.76
11504,1046,18-Sep-06,30-Sep-06,0.9
10675,1360000,19-Sep-06,23-Sep-06,31.85
11505,470000,19-Sep-06,23-Sep-06,31.85
10676,3225600,22-Sep-06,29-Sep-06,2.01
10677,3483900,22-Sep-06,26-Sep-06,4.03
11506,3076500,22-Sep-06,29-Sep-06,2.01
11507,550000,22-Sep-06,26-Sep-06,4.03
11937,870000,22-Sep-06,26-Sep-06,4.03
10678,3534300,23-Sep-06,16-Oct-06,388.98
10679,1114,23-Sep-06,30-Sep-06,27.94
11508,2862300,23-Sep-06,16-Oct-06,388.98
11509,9893100,23-Sep-06,30-Sep-06,27.94
11939,1570000,23-Sep-06,30-Sep-06,27.94
10680,2822400,24-Sep-06,26-Sep-06,26.61
11510,1030,24-Sep-06,26-Sep-06,26.61
10681,1075,25-Sep-06,30-Sep-06,76.13
10682,1160000,25-Sep-06,1-Oct-06,36.13
11511,560000,25-Sep-06,30-Sep-06,76.13
11512,2923200,25-Sep-06,1-Oct-06,36.13
11942,3651900,25-Sep-06,1-Oct-06,36.13
10683,2742600,26-Sep-06,1-Oct-06,4.4
10684,1000000,26-Sep-06,30-Sep-06,145.63
11513,3612000,26-Sep-06,1-Oct-06,4.4
11514,3620400,26-Sep-06,30-Sep-06,145.63
10685,1103,29-Sep-06,3-Oct-06,33.75
11515,1099,29-Sep-06,3-Oct-06,33.75
10686,1100000,30-Sep-06,8-Oct-06,96.5
10687,1020000,30-Sep-06,30-Oct-06,296.43
11516,3217200,30-Sep-06,8-Oct-06,96.5
11517,790000,30-Sep-06,30-Oct-06,296.43
10688,3528000,1-Oct-06,7-Oct-06,299.09
10689,2862300,1-Oct-06,7-Oct-06,13.42
11518,1123,1-Oct-06,7-Oct-06,299.09
11519,1400000,1-Oct-06,7-Oct-06,13.42
11949,1192380,1-Oct-06,7-Oct-06,13.42
10690,3177300,2-Oct-06,3-Oct-06,15.8
11520,3360000,2-Oct-06,3-Oct-06,15.8
10691,3406200,3-Oct-06,22-Oct-06,810.05
10692,920000,3-Oct-06,13-Oct-06,61.02
11521,3393600,3-Oct-06,22-Oct-06,810.05
11522,3406200,3-Oct-06,13-Oct-06,61.02
11952,1033,3-Oct-06,13-Oct-06,61.02
10693,3553200,6-Oct-06,10-Oct-06,139.34
10694,640000,6-Oct-06,9-Oct-06,398.36
11523,2910600,6-Oct-06,10-Oct-06,139.34
11524,1005,6-Oct-06,9-Oct-06,398.36
10695,1550000,7-Oct-06,14-Oct-06,16.72
11525,2727900,7-Oct-06,14-Oct-06,16.72
10696,460000,8-Oct-06,14-Oct-06,102.55
10697,1250000,8-Oct-06,14-Oct-06,45.52
11526,3670800,8-Oct-06,14-Oct-06,102.55
11527,3534300,8-Oct-06,14-Oct-06,45.52
10698,3034500,9-Oct-06,17-Oct-06,272.47
10699,2683800,9-Oct-06,13-Oct-06,0.58
11528,3473400,9-Oct-06,17-Oct-06,272.47
11529,1270000,9-Oct-06,13-Oct-06,0.58
10700,540000,10-Oct-06,16-Oct-06,65.1
11530,2782500,10-Oct-06,16-Oct-06,65.1
10701,80000,13-Oct-06,15-Oct-06,220.31
10702,3225600,13-Oct-06,21-Oct-06,23.94
11531,1520000,13-Oct-06,15-Oct-06,220.31
11532,2902200,13-Oct-06,21-Oct-06,23.94
11962,3271800,13-Oct-06,21-Oct-06,23.94
10703,1054,14-Oct-06,20-Oct-06,152.3
10704,1240000,14-Oct-06,7-Nov-06,4.78
11533,2961000,14-Oct-06,20-Oct-06,152.3
11534,3177300,14-Oct-06,7-Nov-06,4.78
10705,3185700,15-Oct-06,18-Nov-06,3.52
11535,1602300,15-Oct-06,18-Nov-06,3.52
10706,3257100,16-Oct-06,21-Oct-06,135.63
10707,1048,16-Oct-06,23-Oct-06,21.74
11536,1106,16-Oct-06,21-Oct-06,135.63
11537,2725800,16-Oct-06,23-Oct-06,21.74
11967,3061800,16-Oct-06,23-Oct-06,21.74
10708,2694300,17-Oct-06,5-Nov-06,2.96
10709,3406200,17-Oct-06,20-Nov-06,210.8
11538,3263400,17-Oct-06,5-Nov-06,2.96
11539,2673300,17-Oct-06,20-Nov-06,210.8
10710,560000,20-Oct-06,23-Oct-06,4.98
11540,2998800,20-Oct-06,23-Oct-06,4.98
10711,2753100,21-Oct-06,29-Oct-06,52.41
10712,1029,21-Oct-06,31-Oct-06,89.93
11541,9545550,21-Oct-06,29-Oct-06,52.41
11542,450000,21-Oct-06,31-Oct-06,89.93
10713,540000,22-Oct-06,24-Oct-06,167.05
10714,1550000,22-Oct-06,27-Oct-06,24.49
11543,3315900,22-Oct-06,24-Oct-06,167.05
11544,3118500,22-Oct-06,27-Oct-06,24.49
10715,29400,23-Oct-06,29-Oct-06,63.2
11545,1084,23-Oct-06,29-Oct-06,63.2
11975,3297000,23-Oct-06,29-Oct-06,63.2
10716,1430000,24-Oct-06,27-Oct-06,22.57
10717,3395700,24-Oct-06,29-Oct-06,59.25
11546,3257100,24-Oct-06,27-Oct-06,22.57
11547,1101,24-Oct-06,29-Oct-06,59.25
10718,3242400,27-Oct-06,29-Oct-06,170.88
10719,3492300,27-Oct-06,5-Nov-06,51.44
11548,1057,27-Oct-06,29-Oct-06,170.88
11549,3559500,27-Oct-06,5-Nov-06,51.44
10720,3507000,28-Oct-06,5-Nov-06,9.53
11550,0,28-Oct-06,5-Nov-06,9.53
10721,3500700,29-Oct-06,31-Oct-06,48.92
10722,2816100,29-Oct-06,4-Nov-06,74.58
11551,4911900,29-Oct-06,31-Oct-06,48.92
11552,2868600,29-Oct-06,4-Nov-06,74.58
10723,3053400,30-Oct-06,25-Nov-06,21.72
10724,1014,30-Oct-06,5-Nov-06,57.75
11553,2961000,30-Oct-06,25-Nov-06,21.72
11554,2648100,30-Oct-06,5-Nov-06,57.75
10725,2765700,31-Oct-06,5-Nov-06,10.83
11555,3439800,31-Oct-06,5-Nov-06,10.83
10726,1113,3-Nov-06,5-Dec-06,16.56
10727,3456600,3-Nov-06,5-Dec-06,89.9
11556,750000,3-Nov-06,5-Dec-06,16.56
11557,3364200,3-Nov-06,5-Dec-06,89.9
10728,3641400,4-Nov-06,11-Nov-06,58.33
10729,1089,4-Nov-06,14-Nov-06,141.06
11558,420000,4-Nov-06,11-Nov-06,58.33
11559,2946300,4-Nov-06,14-Nov-06,141.06
10730,1089,5-Nov-06,14-Nov-06,20.12
11560,3196200,5-Nov-06,14-Nov-06,20.12
11990,3561600,5-Nov-06,14-Nov-06,20.12
10732,400000,6-Nov-06,7-Nov-06,16.97
11561,3255000,6-Nov-06,14-Nov-06,96.65
11562,3000900,6-Nov-06,7-Nov-06,16.97
11991,1109,6-Nov-06,14-Nov-06,96.65
11992,1290000,6-Nov-06,7-Nov-06,16.97
10733,3507000,7-Nov-06,10-Nov-06,110.11
10734,2940000,7-Nov-06,12-Nov-06,1.63
11563,1210000,7-Nov-06,10-Nov-06,110.11
11564,3292800,7-Nov-06,12-Nov-06,1.63
11993,2704800,7-Nov-06,10-Nov-06,110.11
10735,2937900,10-Nov-06,21-Nov-06,45.97
11565,3204600,10-Nov-06,21-Nov-06,45.97
10736,630000,11-Nov-06,21-Nov-06,44.1
10737,2929500,11-Nov-06,18-Nov-06,7.79
11566,3219300,11-Nov-06,21-Nov-06,44.1
11567,3479700,11-Nov-06,18-Nov-06,7.79
10738,2900100,12-Nov-06,18-Nov-06,2.91
10739,2723700,12-Nov-06,17-Nov-06,11.08
